Project Code,Project Status,Study Type,Workflow,Task Name,Task Comment,Target Days to Complete,Date Site Selected,Date HRA approval,Date Created,Start Date,Due Date,Completion Date,On time or Late,Days to completion,Days active (if not complete),Task Status
D0021,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45519,45540,45548,45548,45555,45590,Late,42,,Complete
D0021,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,45519,45540,45554,45554,45575,45583,Late,29,,Complete
D0021,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,45519,45540,45551,45552,45566,45553,On Time,1,,Complete
D0021,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check qualifications of research team,Synthetic completed task for demonstration data.,7,45519,45540,45547,45547,45554,45554,On Time,7,,Complete
D0021,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45519,45540,45558,45561,45563,45561,On Time,0,,Complete
D0021,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45519,45540,45561,45562,45569,45604,Late,42,,Complete
D0021,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45519,45540,45560,45561,45568,45604,Late,43,,Complete
D0021,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45519,45540,45552,45555,45562,45604,Late,49,,Complete
D0021,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic completed task for demonstration data.,21,45519,45540,45555,45558,45579,45627,Late,69,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic completed task for demonstration data.,,45449,45448,45457,45457,,45462,On Time,5,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45449,45448,45461,45462,45469,45465,On Time,3,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,45449,45448,45458,45461,45482,45467,On Time,6,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check if study is adopted,Synthetic active task; completion date intentionally unavailable.,14,45449,45448,45466,45469,45483,,,,748,Active
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check qualifications of research team,Synthetic completed task for demonstration data.,7,45449,45448,45457,45459,45466,45460,On Time,1,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45449,45448,45456,45459,45461,45465,Late,6,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45449,45448,45462,45465,45472,45449,On Time,0,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45449,45448,45462,45465,45472,45449,On Time,0,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45449,45448,45461,45463,45470,45449,On Time,0,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic active task; completion date intentionally unavailable.,21,45449,45448,45472,45474,45495,,,,743,Active
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45449,45448,45473,45473,45480,45449,On Time,0,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45449,45448,45470,45470,45477,45449,On Time,0,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Imaging green light,Synthetic active task; completion date intentionally unavailable.,7,45449,45448,45467,45467,45474,,,,750,Active
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,45449,45448,45469,45469,45476,45474,On Time,5,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic active task; completion date intentionally unavailable.,7,45449,45448,45476,45477,45484,,,,740,Active
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Hive build validated (R&I Builder),Synthetic completed task for demonstration data.,7,45449,45448,45469,45469,45476,45487,Late,18,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Complete the technical validation for the R&I builder’s work,Synthetic completed task for demonstration data.,7,45449,45448,45474,45477,45484,45493,Late,16,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Final contract or OID review (including costs/targets agreed incorporated),Synthetic completed task for demonstration data.,7,45449,45448,45473,45476,45483,45479,On Time,3,,Complete
D0022,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Date Trust confirmed by Sponsor (formerly Contract signed by Sponsor),Synthetic completed task for demonstration data.,7,45449,45448,45476,45477,45484,45482,On Time,5,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,45868,45858,45868,45869,,45871,On Time,2,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Provide date Trust invited and selected,Synthetic completed task for demonstration data.,,45868,45858,45869,45872,,45877,On Time,5,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Upload Documents received to date,Synthetic completed task for demonstration data.,,45868,45858,45882,45884,,45890,On Time,6,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),EPSC,Synthetic completed task for demonstration data.,4,45868,45858,45872,45873,45877,45887,Late,14,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),PI GCP,Synthetic completed task for demonstration data.,7,45868,45858,45882,45882,45889,45882,On Time,0,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Labs,Synthetic active task; completion date intentionally unavailable.,7,45868,45858,45884,45887,45894,,,,330,Active
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Imaging,Synthetic completed task for demonstration data.,7,45868,45858,45886,45888,45895,45894,On Time,6,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Pharmacy,Synthetic completed task for demonstration data.,7,45868,45858,45886,45889,45896,45909,Late,20,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Research & Innovation Biospecimen Service (RIBs),Synthetic completed task for demonstration data.,7,45868,45858,45876,45877,45884,45887,Late,10,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact CRF,Synthetic completed task for demonstration data.,7,45868,45858,45889,45890,45897,45895,On Time,5,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Ophthalmic Imaging,Synthetic active task; completion date intentionally unavailable.,7,45868,45858,45886,45887,45894,,,,330,Active
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Ophthalmic Support,Synthetic completed task for demonstration data.,7,45868,45858,45885,45886,45893,45889,On Time,3,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Send Hive build requirements,Synthetic completed task for demonstration data.,14,45868,45858,45890,45892,45906,45892,On Time,0,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),CRF application form received and recorded on tracker,Synthetic completed task for demonstration data.,7,45868,45858,45893,45896,45903,45900,On Time,4,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),CRF Costs prepared,Synthetic completed task for demonstration data.,10,45868,45858,45893,45896,45906,45900,On Time,4,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Check contract requirements,Synthetic completed task for demonstration data.,7,45868,45858,45885,45886,45893,45895,Late,9,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Project currently in pre-submission requiring Labs,Synthetic completed task for demonstration data.,7,45868,45858,45885,45888,45895,45898,Late,10,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Pharmacy Feasibility,Synthetic completed task for demonstration data.,7,45868,45858,45891,45891,45898,45892,On Time,1,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Project currently in pre-submission requiring Imaging,Synthetic completed task for demonstration data.,7,45868,45858,45895,45895,45902,45896,On Time,1,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Project currently in pre-submission involving RIBs,Synthetic active task; completion date intentionally unavailable.,7,45868,45858,45894,45894,45901,,,,323,Active
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Project currently in pre-submission involving CRF,Synthetic completed task for demonstration data.,7,45868,45858,45893,45895,45902,45898,On Time,3,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Project currently in pre-submission involving Ophthalmic Imaging,Synthetic completed task for demonstration data.,7,45868,45858,45892,45895,45902,45896,On Time,1,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Project currently in pre-submission involving Ophthalmic Support,Synthetic completed task for demonstration data.,7,45868,45858,45898,45901,45908,45906,On Time,5,,Complete
D0023,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Project being supplied equipment,Synthetic completed task for demonstration data.,7,45868,45858,45897,45898,45905,45915,Late,17,,Complete
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,45782,45793,45797,45797,,45807,On Time,10,,Complete
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),PI GCP (N/A for PIC),Synthetic completed task for demonstration data.,7,45782,45793,45796,45797,45804,45804,On Time,7,,Complete
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Complete Recruitment Plan,Synthetic active task; completion date intentionally unavailable.,7,45782,45793,45804,45807,45814,,,,410,Active
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Send notification to the Clinical Director,Synthetic completed task for demonstration data.,7,45782,45793,45802,45803,45810,45814,Late,11,,Complete
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Local Information Pack Complete,Synthetic active task; completion date intentionally unavailable.,2,45782,45793,45807,45810,45812,,,,407,Active
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),HRA Approval Letter,Synthetic completed task for demonstration data.,14,45782,45793,45800,45800,45814,45809,On Time,9,,Complete
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45782,45793,45811,45813,45815,45813,On Time,0,,Complete
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Mini-Hosted: Check contract requirements,Synthetic active task; completion date intentionally unavailable.,7,45782,45793,45807,45809,45816,,,,408,Active
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Finance review,Synthetic active task; completion date intentionally unavailable.,7,45782,45793,45812,45813,45820,,,,404,Active
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Mini-Hosted: Final contract or OID reviewed,Synthetic active task; completion date intentionally unavailable.,7,45782,45793,45809,45812,45819,,,,405,Active
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Mini-Hosted: Contract fully executed and/or OID ready for CCC,Synthetic active task; completion date intentionally unavailable.,2,45782,45793,45803,45803,45805,,,,414,Active
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Confirmation Review,Synthetic active task; completion date intentionally unavailable.,2,45782,45793,45811,45813,45815,,,,404,Active
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Set up cost code,Synthetic active task; completion date intentionally unavailable.,3,45782,45793,45815,45817,45820,,,,400,Active
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Create and issue reconciliation tracker,Synthetic active task; completion date intentionally unavailable.,7,45782,45793,45816,45819,45826,,,,398,Active
D0024,In set up,Questionnaires/ Interviews for quantitative analysis,Mini-Hosted (No Hive tasks),Email confirmation of capacity and capability,Synthetic completed task for demonstration data.,1,45782,45793,45807,45809,45810,45873,Late,64,,Complete
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,45612,45631,45642,45645,,45651,On Time,6,,Complete
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Provide date Trust invited and selected,Synthetic completed task for demonstration data.,,45612,45631,45636,45638,,45673,On Time,35,,Complete
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Upload Documents received to date,Synthetic completed task for demonstration data.,,45612,45631,45637,45638,,45639,On Time,1,,Complete
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),EPSC,Synthetic completed task for demonstration data.,4,45612,45631,45642,45644,45648,45653,Late,9,,Complete
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),PI GCP,Synthetic active task; completion date intentionally unavailable.,7,45612,45631,45638,45638,45645,,,,579,Active
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Labs,Synthetic completed task for demonstration data.,7,45612,45631,45640,45642,45649,45642,On Time,0,,Complete
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Imaging,Synthetic completed task for demonstration data.,7,45612,45631,45646,45647,45654,45655,Late,8,,Complete
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Pharmacy,Synthetic active task; completion date intentionally unavailable.,7,45612,45631,45642,45644,45651,,,,573,Active
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Research & Innovation Biospecimen Service (RIBs),Synthetic active task; completion date intentionally unavailable.,7,45612,45631,45642,45644,45651,,,,573,Active
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact CRF,Synthetic active task; completion date intentionally unavailable.,7,45612,45631,45640,45642,45649,,,,575,Active
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Ophthalmic Imaging,Synthetic completed task for demonstration data.,7,45612,45631,45649,45649,45656,45651,On Time,2,,Complete
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Ophthalmic Support,Synthetic active task; completion date intentionally unavailable.,7,45612,45631,45645,45648,45655,,,,569,Active
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Send Hive build requirements,Synthetic active task; completion date intentionally unavailable.,14,45612,45631,45646,45647,45661,,,,570,Active
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),CRF application form received and recorded on tracker,Synthetic active task; completion date intentionally unavailable.,7,45612,45631,45655,45655,45662,,,,562,Active
D0025,In set up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),CRF Costs prepared,Synthetic completed task for demonstration data.,10,45612,45631,45647,45649,45659,45675,Late,26,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic completed task for demonstration data.,,46099,46110,46110,46113,,46115,On Time,2,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Finance Review,Synthetic pending task awaiting next workflow action.,7,46099,46110,46124,46124,46131,,,,93,Pending
D0026,Pending,Other Study,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,46099,46110,46117,46118,46139,46120,On Time,2,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,46099,46110,46126,46129,46143,46148,Late,19,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Check qualifications of research team,Synthetic active task; completion date intentionally unavailable.,7,46099,46110,46123,46125,46132,,,,92,Active
D0026,Pending,Other Study,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,46099,46110,46118,46118,46120,46124,Late,6,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,46099,46110,46123,46123,46130,46190,Late,67,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,46099,46110,46122,46125,46132,46190,Late,65,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,46099,46110,46126,46127,46134,46190,Late,63,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic pending task awaiting next workflow action.,21,46099,46110,46129,46132,46153,,,,85,Pending
D0026,Pending,Other Study,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,46099,46110,46133,46133,46140,46190,Late,57,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,46099,46110,46125,46128,46135,46190,Late,62,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Imaging green light,Synthetic active task; completion date intentionally unavailable.,7,46099,46110,46136,46136,46143,,,,81,Active
D0026,Pending,Other Study,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,46099,46110,46126,46129,46136,46153,Late,24,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic pending task awaiting next workflow action.,7,46099,46110,46131,46133,46140,,,,84,Pending
D0026,Pending,Other Study,Hosted Arrange (NEW),Hive build validated (R&I Builder),Synthetic completed task for demonstration data.,7,46099,46110,46135,46138,46145,46138,On Time,0,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Complete the technical validation for the R&I builder’s work,Synthetic pending task awaiting next workflow action.,7,46099,46110,46129,46129,46136,,,,88,Pending
D0026,Pending,Other Study,Hosted Arrange (NEW),Final contract or OID review (including costs/targets agreed incorporated),Synthetic active task; completion date intentionally unavailable.,7,46099,46110,46130,46132,46139,,,,85,Active
D0026,Pending,Other Study,Hosted Arrange (NEW),Date Trust confirmed by Sponsor (formerly Contract signed by Sponsor),Synthetic completed task for demonstration data.,7,46099,46110,46133,46136,46143,46166,Late,30,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,3,46099,46110,46140,46142,46145,46155,Late,13,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Set up cost code,Synthetic pending task awaiting next workflow action.,3,46099,46110,46142,46144,46147,,,,73,Pending
D0026,Pending,Other Study,Hosted Arrange (NEW),Create and issue reconciliation tracker,Synthetic completed task for demonstration data.,7,46099,46110,46140,46143,46150,46143,On Time,0,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Site Ready (for CCC),Synthetic pending task awaiting next workflow action.,28,46099,46110,46145,46147,46175,,,,70,Pending
D0026,Pending,Other Study,Hosted Arrange (NEW),Confirmation Review,Synthetic pending task awaiting next workflow action.,2,46099,46110,46144,46146,46148,,,,71,Pending
D0026,Pending,Other Study,Hosted Arrange (NEW),Set up reconciliation tracker and Invoice for set-up fees,Synthetic completed task for demonstration data.,4,46099,46110,46137,46140,46144,46170,Late,30,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Email confirmation of capacity and capability,Synthetic completed task for demonstration data.,2,46099,46110,46143,46144,46146,46190,Late,46,,Complete
D0026,Pending,Other Study,Hosted Arrange (NEW),Send final Costing Template to DLM,Synthetic pending task awaiting next workflow action.,2,46099,46110,46144,46144,46146,,,,73,Pending
D0026,Pending,Other Study,Hosted Arrange (NEW),Send final agreed costing template to CRF,Synthetic pending task awaiting next workflow action.,2,46099,46110,46146,46148,46150,,,,69,Pending
D0026,Pending,Other Study,Hosted Arrange (NEW),CRF Cost split,Synthetic active task; completion date intentionally unavailable.,28,46099,46110,46144,46144,46172,,,,73,Active
D0026,Pending,Other Study,Hosted Arrange (NEW),Non Commercial studies - set up invoicing for study per contract/ Commercial studies – journal transfer for set up fees,Synthetic pending task awaiting next workflow action.,14,46099,46110,46147,46148,46162,,,,69,Pending
D0026,Pending,Other Study,Hosted Arrange (NEW),SIV date,Synthetic active task; completion date intentionally unavailable.,14,46099,46110,46152,46155,46169,,,,62,Active
D0026,Pending,Other Study,Hosted Arrange (NEW),Green light to recruit,Synthetic pending task awaiting next workflow action.,14,46099,46110,46147,46147,46161,,,,70,Pending
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,45677,45683,45695,45696,,45719,On Time,23,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Provide date Trust invited and selected,Synthetic completed task for demonstration data.,,45677,45683,45691,45692,,45702,On Time,10,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),PI GCP,Synthetic completed task for demonstration data.,7,45677,45683,45687,45690,45697,45698,Late,8,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Send Hive build requirements,Synthetic completed task for demonstration data.,14,45677,45683,45696,45698,45712,45702,On Time,4,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Complete Recruitment Plan,Synthetic active task; completion date intentionally unavailable.,7,45677,45683,45694,45696,45703,,,,521,Active
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Send notification to the Clinical Director,Synthetic completed task for demonstration data.,7,45677,45683,45700,45701,45708,45727,Late,26,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Confirm Hive build has started (Hive Analyst),Synthetic completed task for demonstration data.,7,45677,45683,45692,45694,45701,45695,On Time,1,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Confirm Hive build has started (R&I Builder),Synthetic completed task for demonstration data.,7,45677,45683,45694,45694,45701,45706,Late,12,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Local Information Pack Complete,Synthetic completed task for demonstration data.,2,45677,45683,45698,45699,45701,45732,Late,33,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),HRA Approval Letter,Synthetic active task; completion date intentionally unavailable.,14,45677,45683,45703,45706,45720,,,,511,Active
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45677,45683,45702,45702,45704,45711,Late,9,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Hive build validated (Hive Analyst),Synthetic completed task for demonstration data.,7,45677,45683,45703,45706,45713,45708,On Time,2,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Hive build validated (R&I Builder),Synthetic active task; completion date intentionally unavailable.,7,45677,45683,45697,45698,45705,,,,519,Active
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Complete the technical validation for the R&I builder’s work,Synthetic completed task for demonstration data.,7,45677,45683,45701,45701,45708,45709,Late,8,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Mini-Hosted: Check contract requirements,Synthetic completed task for demonstration data.,7,45677,45683,45703,45703,45710,45711,Late,8,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Finance review,Synthetic completed task for demonstration data.,7,45677,45683,45710,45713,45720,45713,On Time,0,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Mini-Hosted: Final contract or OID reviewed,Synthetic completed task for demonstration data.,7,45677,45683,45708,45708,45715,45713,On Time,5,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Mini-Hosted: Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,2,45677,45683,45712,45714,45716,45719,Late,5,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Confirmation Review,Synthetic completed task for demonstration data.,2,45677,45683,45712,45712,45714,45731,Late,19,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Set up cost code,Synthetic completed task for demonstration data.,3,45677,45683,45702,45704,45707,45704,On Time,0,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Create and issue reconciliation tracker,Synthetic active task; completion date intentionally unavailable.,7,45677,45683,45711,45713,45720,,,,504,Active
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Email confirmation of capacity and capability,Synthetic completed task for demonstration data.,1,45677,45683,45710,45711,45712,45710,On Time,0,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Green light to recruit (N/A for PIC),Synthetic completed task for demonstration data.,14,45677,45683,45706,45706,45720,45713,On Time,7,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Change Study Status,Synthetic completed task for demonstration data.,2,45677,45683,45712,45715,45717,45734,Late,19,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Set up reconciliation tracker and Invoice for set-up fees,Synthetic completed task for demonstration data.,4,45677,45683,45707,45708,45712,45713,Late,5,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Non Commercial studies - set up invoicing for study per contract/ Commercial studies – journal transfer for set up fees,Synthetic completed task for demonstration data.,14,45677,45683,45713,45716,45730,45731,Late,15,,Complete
D0027,Open,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),1st Patient recruited / 1st Patient Delay Reasons (N/A for PIC and non-recruiting studies),Synthetic active task; completion date intentionally unavailable.,30,45677,45683,45714,45716,45746,,,,501,Active
